id,sex,age,edu,drink
634,female,55-64,high school diploma,never drink
635,male,55-64,high school diploma,everyday
636,female,55-64,trade certificate,not in the past month
637,male,65-74,bachelor's degree ,everyday
638,female,75&over,less than high school diploma,never drink
639,female,65-74,less than high school diploma,never drink
640,female,75&over,college diploma,not in the past month
641,male,55-64,trade certificate,2-3 times a week
642,female,35-44,high school diploma,4-6 times a week
643,male,45-54,bachelor's degree ,never drink
644,male,65-74,high school diploma,2-3 times a week
645,male,25-34,university diploma above bachelor's degree,once or twice in the past month
646,female,35-44,university diploma above bachelor's degree,not in the past month
647,male,15-24,high school diploma,once or twice in the past month
648,female,45-54,college diploma,everyday
649,female,75&over,high school diploma,once a week
650,male,45-54,university diploma above bachelor's degree,once or twice in the past month
651,male,35-44,college diploma,once a week
652,male,45-54,university diploma above bachelor's degree,never drink
653,female,45-54,college diploma,2-3 times a week
654,female,65-74,university diploma above bachelor's degree,2-3 times a week
655,female,25-34,college diploma,once or twice in the past month
656,male,35-44,high school diploma,not in the past month
657,female,65-74,bachelor's degree ,2-3 times a week
658,female,65-74,university diploma below bachelor's degree,once a week
659,female,65-74,bachelor's degree ,4-6 times a week
660,male,55-64,trade certificate,2-3 times a week
661,female,15-24,high school diploma,once or twice in the past month
662,male,65-74,trade certificate,4-6 times a week
663,male,25-34,college diploma,2-3 times a week
664,male,35-44,college diploma,never drink
665,female,55-64,high school diploma,not in the past month
666,female,35-44,bachelor's degree ,2-3 times a week
667,male,75&over,less than high school diploma,everyday
668,female,55-64,bachelor's degree ,not in the past month
669,female,25-34,bachelor's degree ,not in the past month
670,female,75&over,college diploma,not in the past month
671,female,65-74,high school diploma,everyday
672,male,65-74,college diploma,4-6 times a week
673,female,55-64,university diploma above bachelor's degree,once or twice in the past month
674,male,25-34,bachelor's degree ,once or twice in the past month
675,male,25-34,college diploma,everyday
676,male,45-54,university diploma above bachelor's degree,once or twice in the past month
677,male,45-54,college diploma,4-6 times a week
678,female,65-74,college diploma,once or twice in the past month
679,female,15-24,high school diploma,once or twice in the past month
680,male,65-74,university diploma below bachelor's degree,everyday
681,female,25-34,college diploma,never drink
682,male,55-64,college diploma,once or twice in the past month
683,female,45-54,college diploma,4-6 times a week
684,female,55-64,college diploma,once or twice in the past month
685,male,35-44,university diploma above bachelor's degree,once or twice in the past month
686,male,75&over,trade certificate,2-3 times a week
687,female,65-74,bachelor's degree ,everyday
688,male,15-24,high school diploma,once or twice in the past month
689,female,25-34,bachelor's degree ,4-6 times a week
690,female,15-24,high school diploma,once or twice in the past month
691,female,45-54,bachelor's degree ,not in the past month
692,female,35-44,college diploma,once or twice in the past month
693,male,55-64,high school diploma,4-6 times a week
694,female,65-74,high school diploma,2-3 times a week
695,female,55-64,high school diploma,4-6 times a week
696,male,35-44,college diploma,once or twice in the past month
697,female,55-64,university diploma above bachelor's degree,once a week
698,male,25-34,high school diploma,not in the past month
699,female,35-44,college diploma,4-6 times a week
700,female,25-34,university diploma above bachelor's degree,once a week
701,male,55-64,high school diploma,2-3 times a week
702,female,75&over,bachelor's degree ,once or twice in the past month
703,female,55-64,university diploma above bachelor's degree,everyday
704,male,35-44,college diploma,never drink
705,female,55-64,college diploma,2-3 times a week
706,female,65-74,high school diploma,once a week
707,male,45-54,bachelor's degree ,once a week
708,male,65-74,high school diploma,once a week
709,male,55-64,college diploma,2-3 times a week
710,female,45-54,bachelor's degree ,once or twice in the past month
711,male,45-54,college diploma,once or twice in the past month
712,female,45-54,university diploma above bachelor's degree,not in the past month
713,female,65-74,less than high school diploma,once a week
714,male,65-74,trade certificate,once a week
715,male,25-34,high school diploma,not in the past month
716,male,55-64,university diploma below bachelor's degree,4-6 times a week
717,female,35-44,college diploma,4-6 times a week
718,male,45-54,university diploma above bachelor's degree,once a week
719,female,25-34,university diploma above bachelor's degree,2-3 times a week
720,female,25-34,university diploma above bachelor's degree,not in the past month
721,female,35-44,university diploma below bachelor's degree,never drink
722,female,55-64,college diploma,4-6 times a week
723,female,75&over,bachelor's degree ,not in the past month
724,female,55-64,college diploma,4-6 times a week
725,female,25-34,less than high school diploma,never drink
726,female,55-64,college diploma,2-3 times a week
727,female,45-54,high school diploma,once or twice in the past month
728,male,25-34,high school diploma,once a week
729,female,35-44,not stated,2-3 times a week
730,male,35-44,bachelor's degree ,once or twice in the past month
731,female,45-54,college diploma,once a week
732,female,25-34,bachelor's degree ,once a week
733,female,45-54,university diploma below bachelor's degree,once or twice in the past month
734,male,25-34,high school diploma,4-6 times a week
735,male,55-64,high school diploma,once a week
736,male,55-64,trade certificate,4-6 times a week
737,male,55-64,less than high school diploma,never drink
738,female,55-64,college diploma,not in the past month
739,female,45-54,bachelor's degree ,once or twice in the past month
740,male,65-74,less than high school diploma,never drink
741,female,65-74,high school diploma,once or twice in the past month
742,female,75&over,college diploma,2-3 times a week
743,female,65-74,college diploma,once or twice in the past month
744,female,65-74,high school diploma,once or twice in the past month
745,female,55-64,less than high school diploma,never drink
746,female,75&over,college diploma,once or twice in the past month
747,female,35-44,bachelor's degree ,once a week
748,male,35-44,trade certificate,once a week
749,female,25-34,high school diploma,not in the past month
750,male,55-64,high school diploma,not in the past month
751,female,25-34,trade certificate,never drink
752,male,45-54,college diploma,4-6 times a week
753,female,15-24,university diploma below bachelor's degree,2-3 times a week
754,male,15-24,trade certificate,once or twice in the past month
755,female,45-54,less than high school diploma,never drink
756,female,55-64,high school diploma,2-3 times a week
757,male,45-54,bachelor's degree ,once or twice in the past month
758,male,55-64,trade certificate,not in the past month
759,male,25-34,university diploma above bachelor's degree,once a week
760,female,25-34,bachelor's degree ,never drink
761,female,35-44,college diploma,once or twice in the past month
762,female,55-64,bachelor's degree ,2-3 times a week
763,male,55-64,trade certificate,once or twice in the past month
764,male,65-74,bachelor's degree ,4-6 times a week
765,female,75&over,college diploma,not in the past month
766,female,75&over,college diploma,once or twice in the past month
767,female,65-74,less than high school diploma,never drink
768,male,55-64,high school diploma,once a week
769,male,15-24,less than high school diploma,never drink
770,female,35-44,college diploma,once a week
771,female,15-24,bachelor's degree ,2-3 times a week
772,male,25-34,bachelor's degree ,once a week
